+3.1415926535897933e-03 +1.5707962863834707e-03 
+9.4247779607693795e-03 +4.7123878902826533e-03 
+1.5707963267948967e-02 +7.8539765874079317e-03 
+2.1991148575128554e-02 +1.0995560439720930e-02 
+2.8274333882308138e-02 +1.4137137509443957e-02 
+3.4557519189487726e-02 +1.7278705858662292e-02 
+4.0840704496667310e-02 +2.0420263549509220e-02 
+4.7123889803846901e-02 +2.3561808644107216e-02 
+5.3407075111026485e-02 +2.6703339204599125e-02 
+5.9690260418206076e-02 +2.9844853293143517e-02 
+6.5973445725385660e-02 +3.2986348971871152e-02 
+7.2256631032565244e-02 +3.6127824302961499e-02 
+7.8539816339744828e-02 +3.9269277348602333e-02 
+8.4823001646924426e-02 +4.2410706170966497e-02 
+9.1106186954104010e-02 +4.5552108832285131e-02 
+9.7389372261283594e-02 +4.8693483394773217e-02 
+1.0367255756846318e-01 +5.1834827920675786e-02 
+1.0995574287564276e-01 +5.4976140472257129e-02 
+1.1623892818282235e-01 +5.8117419111785258e-02 
+1.2252211349000194e-01 +6.1258661901571289e-02 
+1.2880529879718153e-01 +6.4399866903934636e-02 
+1.3508848410436111e-01 +6.7541032181223398e-02 
+1.4137166941154070e-01 +7.0682155795816215e-02 
+1.4765485471872028e-01 +7.3823235810099044e-02 
+1.5393804002589986e-01 +7.6964270286499131e-02 
+1.6022122533307945e-01 +8.0105257287477194e-02 
+1.6650441064025903e-01 +8.3246194875504984e-02 
+1.7278759594743864e-01 +8.6387081113093511e-02 
+1.7907078125461823e-01 +8.9527914062795075e-02 
+1.8535396656179781e-01 +9.2668691787175822e-02 
+1.9163715186897740e-01 +9.5809412348858036e-02 
+1.9792033717615698e-01 +9.8950073810477837e-02 
+2.0420352248333656e-01 +1.0209067423471987e-01 
+2.1048670779051615e-01 +1.0523121168430322e-01 
+2.1676989309769573e-01 +1.0837168422198989e-01 
+2.2305307840487532e-01 +1.1151208991057569e-01 
+2.2933626371205490e-01 +1.1465242681290150e-01 
+2.3561944901923451e-01 +1.1779269299185124e-01 
+2.4190263432641410e-01 +1.2093288651034984e-01 
+2.4818581963359368e-01 +1.2407300543136819e-01 
+2.5446900494077324e-01 +1.2721304781792389e-01 
+2.6075219024795282e-01 +1.3035301173307789e-01 
+2.6703537555513240e-01 +1.3349289523994481e-01 
+2.7331856086231204e-01 +1.3663269640168854e-01 
+2.7960174616949163e-01 +1.3977241328151807e-01 
+2.8588493147667121e-01 +1.4291204394270235e-01 
+2.9216811678385080e-01 +1.4605158644855562e-01 
+2.9845130209103038e-01 +1.4919103886245400e-01 
+3.0473448739820996e-01 +1.5233039924782371e-01 
+3.1101767270538955e-01 +1.5546966566814738e-01 
+3.1730085801256913e-01 +1.5860883618697244e-01 
+3.2358404331974872e-01 +1.6174790886789894e-01 
+3.2986722862692830e-01 +1.6488688177458460e-01 
+3.3615041393410788e-01 +1.6802575297075989e-01 
+3.4243359924128747e-01 +1.7116452052020989e-01 
+3.4871678454846705e-01 +1.7430318248678092e-01 
+3.5499996985564664e-01 +1.7744173693439375e-01 
+3.6128315516282622e-01 +1.8058018192702563e-01 
+3.6756634047000580e-01 +1.8371851552873042e-01 
+3.7384952577718539e-01 +1.8685673580362297e-01 
+3.8013271108436497e-01 +1.8999484081589316e-01 
+3.8641589639154456e-01 +1.9313282862979733e-01 
+3.9269908169872414e-01 +1.9627069730967120e-01 
+3.9898226700590372e-01 +1.9940844491991855e-01 
+4.0526545231308336e-01 +2.0254606952501658e-01 
+4.1154863762026295e-01 +2.0568356918952260e-01 
+4.1783182292744253e-01 +2.0882094197806908e-01 
+4.2411500823462212e-01 +2.1195818595536772e-01 
+4.3039819354180170e-01 +2.1509529918620662e-01 
+4.3668137884898128e-01 +2.1823227973545761e-01 
+4.4296456415616087e-01 +2.2136912566807485e-01 
+4.4924774946334045e-01 +2.2450583504909152e-01 
+4.5553093477052004e-01 +2.2764240594363006e-01 
+4.6181412007769962e-01 +2.3077883641689612e-01 
+4.6809730538487920e-01 +2.3391512453418051e-01 
+4.7438049069205879e-01 +2.3705126836086257e-01 
+4.8066367599923837e-01 +2.4018726596241133e-01 
+4.8694686130641796e-01 +2.4332311540438828e-01 
+4.9323004661359754e-01 +2.4645881475244080e-01 
+4.9951323192077712e-01 +2.4959436207231353e-01 
+5.0579641722795676e-01 +2.5272975542984499e-01 
+5.1207960253513629e-01 +2.5586499289096409e-01 
+5.1836278784231593e-01 +2.5900007252170038e-01 
+5.2464597314949546e-01 +2.6213499238817861e-01 
+5.3092915845667510e-01 +2.6526975055662311e-01 
+5.3721234376385463e-01 +2.6840434509335687e-01 
+5.4349552907103427e-01 +2.7153877406480559e-01 
+5.4977871437821380e-01 +2.7467303553749500e-01 
+5.5606189968539343e-01 +2.7780712757805565e-01 
+5.6234508499257296e-01 +2.8094104825322302e-01 
+5.6862827029975260e-01 +2.8407479562983584e-01 
+5.7491145560693213e-01 +2.8720836777484193e-01 
+5.8119464091411177e-01 +2.9034176275529611e-01 
+5.8747782622129130e-01 +2.9347497863836391e-01 
+5.9376101152847094e-01 +2.9660801349131932e-01 
+6.0004419683565047e-01 +2.9974086538154804e-01 
+6.0632738214283011e-01 +3.0287353237655362e-01 
+6.1261056745000975e-01 +3.0600601254394566e-01 
+6.1889375275718927e-01 +3.0913830395145442e-01 
+6.2517693806436891e-01 +3.1227040466692446e-01 
+6.3146012337154844e-01 +3.1540231275832126e-01 
